[PokaPoka @ 255142ms/51s/26m/23h, 27d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 110955ms/3s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(236.0-664)] with expected peak @ (x:236.0, y:100)
[PokaPoka @ 947230ms/3s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(359.0-641)] with expected peak @ (x:359.0, y:100)
[PokaPoka @ 968179ms/3s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(362.0-629)] with expected peak @ (x:362.0, y:100)
[PokaPoka @ 988125ms/3s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(365.0-615)] with expected peak @ (x:365.0, y:100)
[PokaPoka @ 6072ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(368.0-599)] with expected peak @ (x:368.0, y:100)
[PokaPoka @ 23028ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(371.0-581)] with expected peak @ (x:371.0, y:100)
[PokaPoka @ 517710ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(443.0-671)] with expected peak @ (x:443.0, y:100)
[PokaPoka @ 534674ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(446.0-671)] with expected peak @ (x:446.0, y:100)
[PokaPoka @ 556640ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(449.0-669)] with expected peak @ (x:449.0, y:100)
[PokaPoka @ 573556ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(452.0-665)] with expected peak @ (x:452.0, y:100)
[PokaPoka @ 589548ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(455.0-659)] with expected peak @ (x:455.0, y:100)
[PokaPoka @ 608464ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(458.0-651)] with expected peak @ (x:458.0, y:100)
[PokaPoka @ 625452ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(461.0-641)] with expected peak @ (x:461.0, y:100)
[PokaPoka @ 652346ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(464.0-629)] with expected peak @ (x:464.0, y:100)
[PokaPoka @ 670299ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(467.0-615)] with expected peak @ (x:467.0, y:100)
[PokaPoka @ 690244ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(470.0-599)] with expected peak @ (x:470.0, y:100)
[PokaPoka @ 707198ms/4s/27m/23h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(473.0-581)] with expected peak @ (x:473.0, y:100)
[PokaPoka @ 46859ms/8s/27m/23h, 27d/6mo/2021y] --> Attempted to QUIT @ Esc key
[PokaPoka @ 46859ms/8s/27m/23h, 27d/6mo/2021y] --> Shutting down (2nd to last) final!
[PokaPoka @ 46859ms/8s/27m/23h, 27d/6mo/2021y] --> Exported game log as PokaPoka_874820_50_26_23_27_6_2021.log
