[PokaPoka @ 703075ms/16s/14m/13h, 28d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 968602ms/28s/14m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(490-40)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(95-161-99), size(50-50) @ pos(1230-50)]
[PokaPoka @ 769427ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 786414ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 803626ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 820542ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 839529ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 859607ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 875239ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 892569ms/33s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 360446ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 388371ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 411487ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 435456ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 462563ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 492430ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 519169ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 546094ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 576882ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 606331ms/34s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 265293ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 289810ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 317509ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 343439ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 368278ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 396203ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 421448ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 447679ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 475594ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 510306ms/35s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 6777ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 26434ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 46832ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 67397ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 87401ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 109719ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 130650ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 151447ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 175358ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 202472ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 731515ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 749936ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 766891ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 786154ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 804102ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 820505ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 837498ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 856404ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 875304ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 896248ms/36s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 420723ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 436750ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 453542ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 475642ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 498314ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 519342ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 540480ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 559676ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 577628ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 599368ms/37s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 127538ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 150749ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 175124ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 204624ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 225791ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 247460ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 264406ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 281577ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 296613ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 320139ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 790629ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 809770ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 828524ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 849317ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 867291ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 884273ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 900422ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 916382ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 934551ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 951536ms/38s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 442436ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 459393ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 476429ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 495346ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 515343ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 534779ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 554712ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 573244ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 596230ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 617798ms/39s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 137995ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 167750ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 204491ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 238078ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 264505ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 288352ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-645)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 307493ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-633)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 326998ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-619)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 347911ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-603)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 370468ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-585)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 838038ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-675)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 857017ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-673)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 873583ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-669)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 890568ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-663)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 908031ms/40s/14m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(95-161-99), size(50-50) @ pos(1230-655)] with expected peak @ (x:1230, y:100)
