[PokaPoka @ 169924ms/23s/28m/7h, 28d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 682453ms/24s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(522.0-668)] with expected peak @ (x:522.0, y:100)
[PokaPoka @ 105842ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(519.0-666)] with expected peak @ (x:519.0, y:100)
[PokaPoka @ 126751ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(516.0-662)] with expected peak @ (x:516.0, y:100)
[PokaPoka @ 151849ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(513.0-656)] with expected peak @ (x:513.0, y:100)
[PokaPoka @ 178105ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(510.0-648)] with expected peak @ (x:510.0, y:100)
[PokaPoka @ 222185ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(507.0-638)] with expected peak @ (x:507.0, y:100)
[PokaPoka @ 249961ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(504.0-626)] with expected peak @ (x:504.0, y:100)
[PokaPoka @ 273968ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(501.0-612)] with expected peak @ (x:501.0, y:100)
[PokaPoka @ 296431ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(498.0-596)] with expected peak @ (x:498.0, y:100)
[PokaPoka @ 315902ms/26s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(495.0-578)] with expected peak @ (x:495.0, y:100)
[PokaPoka @ 208394ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(405.0-668)] with expected peak @ (x:405.0, y:100)
[PokaPoka @ 231336ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(402.0-668)] with expected peak @ (x:402.0, y:100)
[PokaPoka @ 256330ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(399.0-666)] with expected peak @ (x:399.0, y:100)
[PokaPoka @ 279271ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(396.0-662)] with expected peak @ (x:396.0, y:100)
[PokaPoka @ 299880ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(393.0-656)] with expected peak @ (x:393.0, y:100)
[PokaPoka @ 317984ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-648)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 345654ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(387.0-638)] with expected peak @ (x:387.0, y:100)
[PokaPoka @ 368669ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(384.0-626)] with expected peak @ (x:384.0, y:100)
[PokaPoka @ 386613ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(381.0-612)] with expected peak @ (x:381.0, y:100)
[PokaPoka @ 407538ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(378.0-596)] with expected peak @ (x:378.0, y:100)
[PokaPoka @ 427117ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(375.0-578)] with expected peak @ (x:375.0, y:100)
[PokaPoka @ 972824ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(360.0-668)] with expected peak @ (x:360.0, y:100)
[PokaPoka @ 998754ms/28s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(360.0-668)] with expected peak @ (x:360.0, y:100)
[PokaPoka @ 21276ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(360.0-666)] with expected peak @ (x:360.0, y:100)
[PokaPoka @ 45973ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(360.0-662)] with expected peak @ (x:360.0, y:100)
[PokaPoka @ 67935ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(363.0-656)] with expected peak @ (x:363.0, y:100)
[PokaPoka @ 94862ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(366.0-648)] with expected peak @ (x:366.0, y:100)
[PokaPoka @ 115362ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(369.0-638)] with expected peak @ (x:369.0, y:100)
[PokaPoka @ 136786ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(372.0-626)] with expected peak @ (x:372.0, y:100)
[PokaPoka @ 158813ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(375.0-612)] with expected peak @ (x:375.0, y:100)
[PokaPoka @ 183003ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(378.0-596)] with expected peak @ (x:378.0, y:100)
[PokaPoka @ 205944ms/29s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(381.0-578)] with expected peak @ (x:381.0, y:100)
[PokaPoka @ 574873ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-668)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 594145ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-668)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 613243ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-666)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 634822ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-662)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 653803ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-656)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 675928ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-648)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 696886ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-638)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 718157ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-626)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 745887ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-612)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 779047ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-596)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 805854ms/30s/28m/7h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(390.0-578)] with expected peak @ (x:390.0, y:100)
[PokaPoka @ 540753ms/31s/28m/7h, 28d/6mo/2021y] --> Attempted to QUIT @ Esc key
[PokaPoka @ 541218ms/31s/28m/7h, 28d/6mo/2021y] --> Shutting down (2nd to last) final!
[PokaPoka @ 541218ms/31s/28m/7h, 28d/6mo/2021y] --> Exported game log as PokaPoka_709005_22_28_7_28_6_2021.log
