[PokaPoka @ 134995ms/34s/28m/19h, 27d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 126516ms/38s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(329.0-668)] with expected peak @ (x:329.0, y:100)
[PokaPoka @ 15690ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(326.0-656)] with expected peak @ (x:326.0, y:100)
[PokaPoka @ 32836ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(323.0-648)] with expected peak @ (x:323.0, y:100)
[PokaPoka @ 49692ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(320.0-638)] with expected peak @ (x:320.0, y:100)
[PokaPoka @ 66805ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(320.0-626)] with expected peak @ (x:320.0, y:100)
[PokaPoka @ 82498ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(320.0-612)] with expected peak @ (x:320.0, y:100)
[PokaPoka @ 96993ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(320.0-596)] with expected peak @ (x:320.0, y:100)
[PokaPoka @ 113739ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(320.0-578)] with expected peak @ (x:320.0, y:100)
[PokaPoka @ 643817ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(326.0-668)] with expected peak @ (x:326.0, y:100)
[PokaPoka @ 660611ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(323.0-668)] with expected peak @ (x:323.0, y:100)
[PokaPoka @ 677311ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(320.0-666)] with expected peak @ (x:320.0, y:100)
[PokaPoka @ 693837ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(317.0-662)] with expected peak @ (x:317.0, y:100)
[PokaPoka @ 709747ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(314.0-656)] with expected peak @ (x:314.0, y:100)
[PokaPoka @ 726413ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(311.0-648)] with expected peak @ (x:311.0, y:100)
[PokaPoka @ 742152ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(308.0-638)] with expected peak @ (x:308.0, y:100)
[PokaPoka @ 758875ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(305.0-626)] with expected peak @ (x:305.0, y:100)
[PokaPoka @ 776335ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(305.0-612)] with expected peak @ (x:305.0, y:100)
[PokaPoka @ 792269ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(305.0-596)] with expected peak @ (x:305.0, y:100)
[PokaPoka @ 808850ms/39s/28m/19h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(308.0-578)] with expected peak @ (x:308.0, y:100)
[PokaPoka @ 205354ms/41s/28m/19h, 27d/6mo/2021y] --> Attempted to QUIT @ Esc key
[PokaPoka @ 205354ms/41s/28m/19h, 27d/6mo/2021y] --> Shutting down (2nd to last) final!
[PokaPoka @ 205354ms/41s/28m/19h, 27d/6mo/2021y] --> Exported game log as PokaPoka_745183_33_28_19_27_6_2021.log
