[PokaPoka @ 256843ms/32s/3m/11h, 27d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 387490ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(581.0-723)] with expected peak @ (x:581.0, y:100)
[PokaPoka @ 897642ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(692.0-717)] with expected peak @ (x:692.0, y:100)
[PokaPoka @ 912602ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(695.0-711)] with expected peak @ (x:695.0, y:100)
[PokaPoka @ 925684ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(698.0-703)] with expected peak @ (x:698.0, y:100)
[PokaPoka @ 940650ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(701.0-693)] with expected peak @ (x:701.0, y:100)
[PokaPoka @ 954614ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(704.0-681)] with expected peak @ (x:704.0, y:100)
[PokaPoka @ 967580ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(707.0-667)] with expected peak @ (x:707.0, y:100)
[PokaPoka @ 981539ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(710.0-651)] with expected peak @ (x:710.0, y:100)
[PokaPoka @ 996499ms/33s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(713.0-633)] with expected peak @ (x:713.0, y:100)
[PokaPoka @ 277951ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(629.0-723)] with expected peak @ (x:629.0, y:100)
[PokaPoka @ 291766ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(626.0-723)] with expected peak @ (x:626.0, y:100)
[PokaPoka @ 306172ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(623.0-721)] with expected peak @ (x:623.0, y:100)
[PokaPoka @ 319139ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(620.0-717)] with expected peak @ (x:620.0, y:100)
[PokaPoka @ 332132ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(617.0-711)] with expected peak @ (x:617.0, y:100)
[PokaPoka @ 346082ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(614.0-703)] with expected peak @ (x:614.0, y:100)
[PokaPoka @ 359915ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(611.0-693)] with expected peak @ (x:611.0, y:100)
[PokaPoka @ 373906ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(608.0-681)] with expected peak @ (x:608.0, y:100)
[PokaPoka @ 386847ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(605.0-667)] with expected peak @ (x:605.0, y:100)
[PokaPoka @ 399815ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(602.0-651)] with expected peak @ (x:602.0, y:100)
[PokaPoka @ 412773ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(599.0-633)] with expected peak @ (x:599.0, y:100)
[PokaPoka @ 750954ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(527.0-723)] with expected peak @ (x:527.0, y:100)
[PokaPoka @ 763920ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(524.0-723)] with expected peak @ (x:524.0, y:100)
[PokaPoka @ 779310ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(521.0-721)] with expected peak @ (x:521.0, y:100)
[PokaPoka @ 793018ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(518.0-717)] with expected peak @ (x:518.0, y:100)
[PokaPoka @ 808566ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-711)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 821580ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-703)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 834528ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-693)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 847512ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-681)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 862435ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-667)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 877425ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-651)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 890983ms/35s/3m/11h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(515.0-633)] with expected peak @ (x:515.0, y:100)
[PokaPoka @ 179079ms/36s/3m/11h, 27d/6mo/2021y] --> Attempted to QUIT @ Esc key
[PokaPoka @ 179079ms/36s/3m/11h, 27d/6mo/2021y] --> Shutting down (2nd to last) final!
[PokaPoka @ 179079ms/36s/3m/11h, 27d/6mo/2021y] --> Exported game log
