[PokaPoka @ 642329ms/8s/9m/20h, 27d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 478618ms/10s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(612.0-668)] with expected peak @ (x:612.0, y:100)
[PokaPoka @ 142242ms/13s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(750.0-588)] with expected peak @ (x:750.0, y:100)
[PokaPoka @ 179144ms/13s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(753.0-576)] with expected peak @ (x:753.0, y:100)
[PokaPoka @ 220034ms/13s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(756.0-562)] with expected peak @ (x:756.0, y:100)
[PokaPoka @ 250981ms/13s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(759.0-546)] with expected peak @ (x:759.0, y:100)
[PokaPoka @ 281871ms/13s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(762.0-528)] with expected peak @ (x:762.0, y:100)
[PokaPoka @ 370149ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(750.0-668)] with expected peak @ (x:750.0, y:100)
[PokaPoka @ 398075ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(747.0-668)] with expected peak @ (x:747.0, y:100)
[PokaPoka @ 431985ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(744.0-666)] with expected peak @ (x:744.0, y:100)
[PokaPoka @ 461908ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(741.0-662)] with expected peak @ (x:741.0, y:100)
[PokaPoka @ 489829ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(738.0-656)] with expected peak @ (x:738.0, y:100)
[PokaPoka @ 519749ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(735.0-648)] with expected peak @ (x:735.0, y:100)
[PokaPoka @ 548672ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(732.0-638)] with expected peak @ (x:732.0, y:100)
[PokaPoka @ 575600ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(729.0-626)] with expected peak @ (x:729.0, y:100)
[PokaPoka @ 608511ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(729.0-612)] with expected peak @ (x:729.0, y:100)
[PokaPoka @ 639429ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(729.0-596)] with expected peak @ (x:729.0, y:100)
[PokaPoka @ 669349ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(729.0-578)] with expected peak @ (x:729.0, y:100)
[PokaPoka @ 708245ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(729.0-558)] with expected peak @ (x:729.0, y:100)
[PokaPoka @ 738165ms/14s/9m/20h, 27d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(729.0-536)] with expected peak @ (x:729.0, y:100)
[PokaPoka @ 290429ms/54s/9m/20h, 27d/6mo/2021y] --> Attempted to QUIT @ Esc key
[PokaPoka @ 290429ms/54s/9m/20h, 27d/6mo/2021y] --> Shutting down (2nd to last) final!
[PokaPoka @ 290429ms/54s/9m/20h, 27d/6mo/2021y] --> Exported game log as PokaPoka_283290_8_9_20_27_6_2021.log
